Material,Número de material,Ce.,Alm.,UMB,Fabricante,Número de un fabricante,Ubic.
0CF1028,MALONGO EXPRESO INTENSO CAPSULAS 6G 120U,D131,0001,CAJ,44432,"BROWN FOX SERVICES, S.L.",EA07C1
0CF1029,MALONGO GRAN RESERVA CAPSULAS 6G 120U,D131,,,,,ZCG
0CF1031,BONKA ESSENTIA AMÉRICAS 100% ARÁBICA 1KG,D131,0001,UN,3834,"NESTLE ESPAÑA, S.A.",FB05A2
0CF1034,BONKA ESSENTIA ECOLÓGICO GRANO 1KG,D131,0001,UN,3834,"NESTLE ESPAÑA, S.A.",DA04A3
0CF1035,XPLICIT DESCAFEINADO SOLUBLE 2G 100U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),ZCG
0CF1112,MALONGO DECA AQUA DESCAF ENFUND 6G 100U,D131,0001,CAJ,44432,"BROWN FOX SERVICES, S.L.",AA0005
0CF1122,MOMENT TEA  CHAI TEA LATTE 10U,D131,0005,CAJ,3834,"NESTLE ESPAÑA, S.A.",ZCG
0CF1133,GARRIGA S.PURO ARABICA BOLSA 1KG 1U,D131,0001,UN,3834,"NESTLE ESPAÑA, S.A.",FC01A3
0CF1134,GARRIGA S.SUPERIOR NATURAL BOLSA 1KG 1U,D131,0001,UN,3834,"NESTLE ESPAÑA, S.A.",FA08B5
0CF1135,GARRIGA S.EXPRES NATURAL BOLSA 1KG 1U,D131,0001,UN,3834,"NESTLE ESPAÑA, S.A.",FA09A1
0CF1136,GARRIGA CREME NATURAL BOLSA 1KG 1U,D131,0001,UN,3834,"NESTLE ESPAÑA, S.A.",FA08A2
0CF1137,GARRIGA DESCAFEINADO BOLSA 500G 1U,D131,0001,UN,3834,"NESTLE ESPAÑA, S.A.",FC01A3
0CF1138,MOMENT TEA MENTA POLEO 100U,D131,,,,,ZCG
0CF1139,"NESQUIK  13,5G SOBRES 50U",D131,0001,UN,3834,"NESTLE ESPAÑA, S.A.",ZCG
0CF1140,MOMENT TEA MANZANILLA 100U,D131,,,,,ZCG
0CF1141,MOMENT TEA TE VERDE 25U,D131,,,,,ZCG
0CF1142,MOMENT TEA TILA 100U,D131,,,,,ZCG
0CF1143,MOMENT TEA TE ROJO 25U,D131,0001,CAJ,3834,"NESTLE ESPAÑA, S.A.",ZCG
0CF1144,MOMENT TEA TE NEGRO 100U,D131,0001,CAJ,3834,"NESTLE ESPAÑA, S.A.",ZCG
0LI0289,ALBERTSON ABSENTA VERDE 70CL,D131,0001,BOT,15570,"COMERGRUP, S.L.",ZCG
0LI0509,PANIZO ORUJO BLANCO 70CL,D131,0001,UN,30675,ORUJOS PANIZO SL,FA10A2
0LI0510,PANIZO ORUJO HIERBAS 70CL,D131,0001,UN,30675,ORUJOS PANIZO SL,FA10A3
0LI0512,PANIZO ORUJO CAFE 70CL,D131,0001,UN,30675,ORUJOS PANIZO SL,FA10A4
0LI0521,CARDENAL MENDOZA BRANDY  70CL,D131,0001,UN,43264,"HNOS. SANCHEZ ROMATE, SA",ZCG
0LI0538,ULLEIT RYE BOURBON  70CL,D131,0001,UN,35519,"DIAGEO ESPAÑA, S.A.",ZCG
0LI0539,THE GLENROTHES 12AÑOS WHISKY 70CL,D131,0001,UN,42098,"BEAM SUNTORY ESPAÑA BEVERAGES, S.L.",ZCG
0LI0542,ABSOLUT VODKA 1L,D131,0001,UN,36777,"PERNOD RICARD ESPAÑA, SA",ZCG
0LI0598,OLMECA TEQUILA REPOSADO 70CL,D131,0001,BOT,36777,"PERNOD RICARD ESPAÑA, SA",ZCG
0LI0658,BELUGA VODKA 70CL,D131,0001,BOT,35883,IMPORTACIONES Y EXPORTACIONES VARMA,ZCG
0LI0666,GRAPPA NONINO FRIULANA 70CL,D131,0001,BOT,35883,IMPORTACIONES Y EXPORTACIONES VARMA,ZCG
0LI0681,BARCELO IMPERIAL 70CL,D131,0001,BOT,35883,IMPORTACIONES Y EXPORTACIONES VARMA,ZCG
0LI0690,EL MONJE LICOR HIERBAS 70CL,D131,0001,BOT,15570,"COMERGRUP, S.L.",ZCG
0LI0692,JOHNNIE WALKER RED LAB WHISKY 1L,D131,0001,BOT,35519,"DIAGEO ESPAÑA, S.A.",ZCG
0LI0713,HAVANA CLUB ESPECIAL RON 70CL,D131,0001,BOT,36777,"PERNOD RICARD ESPAÑA, SA",ZCG
0LI0718,LAGAR DO FRADE LIMONCELLO PET 3L,D131,0001,BOT,37111,NOR-IBERICA DE BEBIDAS S.L.,ZCG
0LI0719,LAGAR DO FRADE ORUJO DE HIERBAS PET 3L,D131,0001,BOT,37111,NOR-IBERICA DE BEBIDAS S.L.,ZCG
0LI0720,LAGAR DO FRADE CREMA D'ORUJO PET 3L,D131,0001,BOT,37111,NOR-IBERICA DE BEBIDAS S.L.,ZCG
0LI0725,FUNDADOR SHERRY CASK BRANDY 70 CL,D131,0001,BOT,35883,IMPORTACIONES Y EXPORTACIONES VARMA,ZCG
0LI0752,BRUGAL RON DOBLE RESERVA 70cl (i),D131,0001,UN,42098,"BEAM SUNTORY ESPAÑA BEVERAGES, S.L.",ZCG
0LI0909,MACHAQUITO ANIS DULCE 1L,D131,0001,BOT,42098,"BEAM SUNTORY ESPAÑA BEVERAGES, S.L.",ZCG
0LI0922,XORIGUER GINEBRA 70CL,D131,0001,BOT,9409,"MIGUEL PONS JUSTO, S.A.",ZCG
0LI0963,"TANQUERAY GIN 0,0 70CL",D131,0001,BOT,35519,"DIAGEO ESPAÑA, S.A.",ZCG
0LI0968,GLEN GRANT ARBORALIS WHISKY 70CL,D131,0001,BOT,37039,"CAMPARI ESPAÑA, S.L.",ZCG
0LI0974,JACK DANIELS TENNESSEE FIRE WHISKY 70CL,D131,0001,BOT,43458,"BROWN-FORMAN, SL",ZCG
0LI0981,LAGAR DO FRADE AGUARDIENTE BLANCO 3L PET,D131,0001,BOT,37111,NOR-IBERICA DE BEBIDAS S.L.,ZCG
0LI0982,LAGAR DO FRADE ORUJO DE CAFE 3L PET,D131,0001,BOT,37111,NOR-IBERICA DE BEBIDAS S.L.,ZCG
0LI0998,TERRAS CELTAS LICOR DE HIERBAS 70CL,D131,0001,UN,35883,IMPORTACIONES Y EXPORTACIONES VARMA,ZCG
0LI1137,TEICHENNE LICOR CREMA FRESA TEQUILA 70CL,D131,0001,UN,37234,BAÑO ORBEZO S.L.,ZCG
0LI1138,TERRAS CELTAS LICOR CREMA 70CL,D131,0001,UN,35883,IMPORTACIONES Y EXPORTACIONES VARMA,ZCG
0LI1361,JOSE CUERVO TEQUILA ESP REPOSADO 70CL,D131,0001,UN,36778,ZAMORA COMPANY ESPAÑA SL,ZCG
0LI1592,EL AFILADOR LICOR HIERBAS 70CL,D131,,,,,ZCG
0LI1680,KICK THE RULES CREMA MANGO TEQUILA 70CL,D131,0001,UN,35883,IMPORTACIONES Y EXPORTACIONES VARMA,ZCG
0LI1681,KICK THE RULES CREMA FRESA TEQUILA 70CL,D131,0001,UN,35883,IMPORTACIONES Y EXPORTACIONES VARMA,ZCG
0LI1709,RIVES LICOR DE MORA 70CL,D131,0001,UN,41687,RIVES DISTILLERY COMERCIAL S.A.,ZCG
0LI1858,HENDRICK'S FLORA ADORA GIN 70CCL,D131,0001,UN,35883,IMPORTACIONES Y EXPORTACIONES VARMA,ZCG
0LI1936,CURAÇAO BLUE BOLS 70CL,D131,0001,UN,42098,"BEAM SUNTORY ESPAÑA BEVERAGES, S.L.",ZCG
0LI2207,PUERTO DE INDIAS SWEET MELON 70CL,D131,0001,UN,37125,"KARMO SPIRIT, S.L.U.",ZCG
0LI2412,DECANO RON BEBIDA ESPIRITUOSA 1L,D131,0001,UN,36779,LUIS CABALLERO COMERCIAL Y DISTRIBU,ZCG
0LI2466,BEEFEATER BLACK GIN 70CL,D131,0001,UN,36777,"PERNOD RICARD ESPAÑA, SA",ZCG
0LI2478,TIO PEDRO BRANDY 1L,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2479,HIGHLANDER SCOTCH WHISKY 1L,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2482,CAN NADAL ANIS DULCE 3L,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2490,BAN PIPPERMINT 1L,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2518,BEEFEATER SIN ALCOHOL GIN 70CL,D131,0001,BOT,36777,"PERNOD RICARD ESPAÑA, SA",ZCG
0LI2530,RUSHKINOFF VODKA HOSTELERIA 1L,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2544,BRAVE HEART WHISKY HOSTELERIA 1L,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2545,PALMBRIDGE GIN HOSTELERIA 1L,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2580,"SEAGRAM'S GIN 0,0 70CL",D131,0001,UN,36777,"PERNOD RICARD ESPAÑA, SA",ZCG
0LI2585,TOMATIN 12A WHISKY 70CL,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2587,TOMATIN LEGACY WHISKY 70CL,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2591,LA COFRADIA TEQUILA REPOSADO 70CL,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2595,MACARONESIAN GIN 70CL,D131,0001,UN,35883,IMPORTACIONES Y EXPORTACIONES VARMA,ZCG
0LI2631,TOMATIN 12A WHISKY SHERRY 70CL,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2672,CAIMAN TRIPLE SECO  1L 1U,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2678,TAPADA LICOR DE HIERBAS 3L 1U,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2687,P-BAILEYS ORI.CREMA WHISKY 1L,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2688,P-BALLANTINE'S 1L,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2689,P-PUERTO DE INDIAS FRESA 70CL,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2690,P-BOMBAY SAPPHIRE AZUL 70CL,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2691,P-BACARDI CARTA BLANCA 1L,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2692,P-BAILEYS ORIG.CREMA WH 70CL,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2693,P-MAGNO 70CL,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2695,P-BALLANTINE'S 70CL,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2696,P-BARCELO AÑEJO 70CL,D131,0001,UN,35883,IMPORTACIONES Y EXPORTACIONES VARMA,ZCG
0LI2697,P-ANIS DEL MONO DULCE 70CL,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2698,P-BRUGAL AÑEJO 70CL,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2704,P-ABSOLUT VODKA 70CL,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2725,P-MARTINI ROSSO 1L (r),D131,0001,UN,35204,"BACARDI ESPAÑA,S.A.",ZCG
0LI2729,P-ABSOLUT VODKA 1L 1U,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2730,P-BEEFEATER 1L 1U,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LI2732,BAILEYS ORIGINAL CREMA WHISKY 70CL 6U,D131,,,,,ZCG
0LI2734,JOHNNIE WALKER RED WHISKY 70CL 6U,D131,,,,,ZCG
0LM01002,D PALILLO CAÑAS PAPEL SPIRAL 6X230m 250U,D131,0001,CAJ,43417,"BADAREGAL, SA",ZCG
0LM0531,ZUM INSECTICIDA 1 ANY 650Ml,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM0545,SERV.KANGUR BL.1C.34X40 50 Un.,D131,0001,UN,34351,GOMA CAMPS SAU,ZCG
0LM0556,BALNIC DETERG. CONC. FLORAL 5KG,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0LM0572,QUID PLATO DOBLE 15X7CM SELECT 12U,D131,0001,CAJ,24325,"ADI HOGAR Y HOSTELERÍA IBERIA, S.L.",ZCG
0LM0583,SANTEX GUANTES NITRILO S/POLV NEGRO T L,D131,0001,CAJ,43786,"SANTEX 2000 INTERNACIONAL, SL",ZCG
0LM0584,SANTEX GUANTES NITRILO S/POLV NEGRO T M,D131,0001,CAJ,43786,"SANTEX 2000 INTERNACIONAL, SL",ZCG
0LM0588,DPALILLO CAÑAS RAYAS ESPIR COLORS 200X6,D131,0001,UN,43417,"BADAREGAL, SA",ZCG
0LM0599,LEJIA+DETERG L'ESPURNA 2L 6U,D131,0001,CAJ,15570,"COMERGRUP, S.L.",ZCG
0LM0647,QUID PAPEL ANTIGRASA PARA PRESENTACION 3,D131,0001,UN,24325,"ADI HOGAR Y HOSTELERÍA IBERIA, S.L.",ZCG
0LM0661,GC TOALLA MANO 2C.200x230 20U,D131,0001,CAJ,34351,GOMA CAMPS SAU,ZCG
0LM0663,TECNOPACKING BLOC HOST TRIPLIC 10x15 10U,D131,0001,PAK,13419,"TECNOPACKING, S.L.",ZCG
0LM0676,DPALILLO QUALITY TOALLA LIMON 6x8cM 100U,D131,0001,PAK,43417,"BADAREGAL, SA",ZCG
0LM0678,GC.P&P SERVILLETAS 2C. BLANCO 40X40 100U,D131,0001,UN,34351,GOMA CAMPS SAU,ZCG
0LM0685,TECNOPACK BOLSA KRAFT VENT9+5X29CM 1000U,D131,0001,CAJ,13419,"TECNOPACKING, S.L.",ZCG
0LM0690,DON PALILLO TENEDOR DE MADERA 16CM 100U,D131,0001,CAJ,43417,"BADAREGAL, SA",ZCG
0LM0694,D PALILLO SET Nº1(CUB MADER+SERV+PAL)50U,D131,0001,CAJ,43417,"BADAREGAL, SA",ZCG
0LM0699,DON PALILLO CUCHARA MADERA 16CM 100U,D131,0001,PAK,43417,"BADAREGAL, SA",ZCG
0LM0735,DON PALILLO BROCHETA MADERA 25CM 10X100U,D131,0001,PAK,43417,"BADAREGAL, SA",ZCG
0LM0736,DON PALILLO BROCHETA 10CM 15X200U,D131,0001,PAK,43417,"BADAREGAL, SA",ZCG
0LM0749,ENSALADERA CARTON + TAPA PET 500ML 25U,D131,0001,PAK,43447,"COMERCIAL GEMAVI IMPORT, SL",ZCG
0LM0750,SALSERA+TAPA FIBRA DE CAÑA 70cc 100U,D131,0001,PAK,43447,"COMERCIAL GEMAVI IMPORT, SL",ZCG
0LM0764,RUBBEREX GUANTES NITRILO TALLA M 1 PAR,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM0769,BALNIC DETERGENTE LAVADORA LIQ TEXTIL 5k,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0LM0781,MACOPAL B. ALUM. POLLO REDONDA206x55 100,D131,0001,PAK,40130,MACOPAL S.L.,ZCG
0LM0782,MACOPAL TAPA B ALUM POLLO RED 206x55 100,D131,0001,PAK,40130,MACOPAL S.L.,ZCG
0LM0784,DPALILLO SET Nº7(TEND+CUCHILL+SERV)MAD50,D131,0001,UN,43417,"BADAREGAL, SA",ZCG
0LM0787,MACOPAL BANDEJA 18 CANELONES 50U,D131,0001,CAJ,40130,MACOPAL S.L.,ZCG
0LM0789,EVERSIA BOLSA CAMISETA BIO 34X48 220U,D131,0001,UN,21440,"EVERSIA, S.A",ZCG
0LM0790,"DPALILLO AGITADOR MADERA 110x6x1,5 500U",D131,0001,PAK,43417,"BADAREGAL, SA",ZCG
0LM0794,"PORTAMENU FIBRA DE CAÑA 18,5x13,5 50U",D131,0001,PAK,43447,"COMERCIAL GEMAVI IMPORT, SL",ZCG
0LM0795,MACOPAL TAPA BANDEJA 18 CANELONS   50U,D131,0001,CAJ,40130,MACOPAL S.L.,ZCG
0LM0796,MACOPAL BANDEJA 24 CANELONES 50U,D131,0001,CAJ,40130,MACOPAL S.L.,ZCG
0LM0797,MACOPAL TAPA BANDEJA 24 CANELONES 50U,D131,0001,CAJ,40130,MACOPAL S.L.,ZCG
0LM0819,"ARTISAN CUCHILLO CARNE  11,5CM 6U",D131,0001,CAJ,24325,"ADI HOGAR Y HOSTELERÍA IBERIA, S.L.",ZCG
0LM0826,PLA PALO ALUM DE MOPA/FREG/ESC 150CMX22M,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM0830,ENSALADERA KRAFT+TAPA PET 750ML 25U,D131,0001,CAJ,43447,"COMERCIAL GEMAVI IMPORT, SL",ZCG
0LM0831,ENSALADERA KRAFT+TAPA PET 1000ML 25U,D131,0001,CAJ,43447,"COMERCIAL GEMAVI IMPORT, SL",ZCG
0LM0833,BARQUETA CONICA FRITOS KRAFT400ML 100U,D131,0001,CAJ,43447,"COMERCIAL GEMAVI IMPORT, SL",ZCG
0LM0842,CAÑAS PAPEL BIO KRAFT (IND)200X6MM 100U,D131,0001,CAJ,43447,"COMERCIAL GEMAVI IMPORT, SL",ZCG
0LM0917,QUIDCUCHILLO MESA INOX HOTEL 217MM 12U,D131,0001,CAJ,24325,"ADI HOGAR Y HOSTELERÍA IBERIA, S.L.",ZCG
0LM0924,GC MANTEL CAMINO MESA BURDE 41SER,D131,0001,UN,34351,GOMA CAMPS SAU,ZCG
0LM0940,TAPA VASO CAFE L 125ML  100U,D131,0001,CAJ,13419,"TECNOPACKING, S.L.",ZCG
0LM0947,POLASAL SAL PASTILLA 25 KG DESCALCIF,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM0951,FLOQUET LLEJIA 2L  6U,D131,0001,CAJ,15570,"COMERGRUP, S.L.",ZCG
0LM0958,MAXI SALSERA+TAPA TRANS 50U,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM0971,SANTEX GUANTES NITRILO S/POLVO AZUL T P,D131,0001,UN,43786,"SANTEX 2000 INTERNACIONAL, SL",ZCG
0LM0972,SANTEX GUANTES NITRILO S/POLVO AZUL T M,D131,0001,UN,43786,"SANTEX 2000 INTERNACIONAL, SL",ZCG
0LM0998,PLATO FIBRA DE CAÑA 15CM 50U,D131,0001,PQ,43447,"COMERCIAL GEMAVI IMPORT, SL",ZCG
0LM1008,SANYTOL LIMPIADOR DESINF.MULTI PULV 750M,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM1009,SANYTOL LIMPIAHOGAR DESINFECTANTE 1200ML,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM1011,SANYTOL LIMPIADOR DESINF.BAÑOS PULV 750M,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM1012,SANYTOL LIMPIADOR DESINF.COCINA PULV 750,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM1020,WC NET LEJÍA GEL 750ML+50GR,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM1026,WC NET DESATASCADOR TURBO 1000ML + 50%,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM1027,GC-NATURE SERVILL.2C RECICLDO 20X20 100U,D131,0001,UN,34351,GOMA CAMPS SAU,ZCG
0LM1028,GC SERVILLETAS COCTL 2C.BLANC 20X20 100U,D131,0001,UN,34351,GOMA CAMPS SAU,ZCG
0LM1029,GC MANTELES NEGRO 1C 30X40 500U,D131,0001,CAJ,34351,GOMA CAMPS SAU,ZCG
0LM1031,RESSOL BAYETA MULTIUSOS AMARILLA40x36 3U,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM1032,RESSOL BAYETA MICROFIBRA WON.AZ.40x30 6U,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM1033,RESSOL BAYETA MICROFIBRA GRIS 40x38 10U,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM1037,RESSOL FREGONA TIRAS TELA 28CM,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM1042,DPALILLO CAÑAS NEGRA COCTEL 8x150 250U,D131,0001,UN,43417,"BADAREGAL, SA",ZCG
0LM1048,PLATO POSTRE 19CM GLACIAL 12U,D131,0001,CAJ,24325,"ADI HOGAR Y HOSTELERÍA IBERIA, S.L.",ZCG
0LM1049,CUCURUCHO PARA PATATAS (MEDIANO) 50U,D131,0001,CAJ,43447,"COMERCIAL GEMAVI IMPORT, SL",ZCG
0LM1051,DON PALILLO CAÑAS BIO PAPEL KRAFT 6X200M,D131,0001,UN,43417,"BADAREGAL, SA",ZCG
0LM1107,BARQUETA CONICA KRAFT 300M 100U,D131,0001,CAJ,43447,"COMERCIAL GEMAVI IMPORT, SL",ZCG
0LM1108,CAJA BURGER KRAFT GRANDE 150X150 70-50U,D131,0001,CAJ,43447,"COMERCIAL GEMAVI IMPORT, SL",ZCG
0LM1143,SANTEX GUANTES NITRILO S/POLVO AZUL T G,D131,0001,UN,43786,"SANTEX 2000 INTERNACIONAL, SL",ZCG
0LM1158,GC SERV.MINI SERVICIO BLC 1C.17x17 400U,D131,0001,UN,34351,GOMA CAMPS SAU,ZCG
0LM1162,ENVASE RECTANGULAR KRAFT 1000ML 50U,D131,0001,CAJ,43447,"COMERCIAL GEMAVI IMPORT, SL",ZCG
0LM1163,ENVASE RECTANGULAR KRAFT 500ML 50U,D131,0001,CAJ,43447,"COMERCIAL GEMAVI IMPORT, SL",ZCG
0LM1283,BALNIC AMBIENTADOR CONCENTRADO BRISA 5KG,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0LM1505,"NEUTREX LEJIA 1,9L 8U",D131,0001,CAJ,15570,"COMERGRUP, S.L.",ZCG
0LM1518,FINISH LAVAVAJILLAS  25+7U,D131,0001,CAJ,15570,"COMERGRUP, S.L.",ZCG
0LM1613,"ARCOROC BOL PORCELANA CUADRADO 9,5CM 6U",D131,0001,CAJ,24325,"ADI HOGAR Y HOSTELERÍA IBERIA, S.L.",ZCG
0LM1615,"ARCOROC BOL PORCELANA OVALADO 9,5CM 6U",D131,0001,CAJ,24325,"ADI HOGAR Y HOSTELERÍA IBERIA, S.L.",ZCG
0LM1628,"GC DCR MANTELES BURDEOS 1,20X50CM 41U",D131,0001,CAJ,34351,GOMA CAMPS SAU,ZCG
0LM1656,GC  HIGIENICO JUMBO 2C 18U 173M,D131,0001,CAJ,34351,GOMA CAMPS SAU,ZCG
0LM1675,DPALILLO TOALLITAS REFRESCANTES BIO 100U,D131,0001,CAJ,43417,"BADAREGAL, SA",ZCG
0LM1679,DON PALILLO CAÑAS PAPEL BLANCAS6X200 250,D131,0001,UN,43417,"BADAREGAL, SA",ZCG
0LM1680,"DON PALILLO TENEDOR DE MADERA 13,5CM100U",D131,0001,UN,43417,"BADAREGAL, SA",ZCG
0LM1681,DON PALILLO PALILLOS ENV.PAPEL 1000U,D131,0001,UN,43417,"BADAREGAL, SA",ZCG
0LM1682,GC HIGIENICO JUMBO 2C COMPAC ECO 18U,D131,0001,CAJ,34351,GOMA CAMPS SAU,ZCG
0LM1683,GC ECO SECAMANOS 2C 300X184MM 143M 6U,D131,0001,CAJ,34351,GOMA CAMPS SAU,ZCG
0LM1712,BALNIC LAVAVAJILLAS MANUAL PH NEUTRO 5KG,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0LM1713,BALNIC LIMPIADOR NEUTRO LIMÓN 5KG,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0LM1716,"CUCHILLO STEAK PIZZA 21,2CM 12U",D131,0001,CAJ,24325,"ADI HOGAR Y HOSTELERÍA IBERIA, S.L.",ZCG
0LM1718,GC MINI SERVICIOS 1C 17X17 400U 10PQ,D131,0001,CAJ,34351,GOMA CAMPS SAU,ZCG
0LM1760,LUMINARC JARRA DE AGUA 1L 6U,D131,0001,CAJ,24325,"ADI HOGAR Y HOSTELERÍA IBERIA, S.L.",ZCG
0LM1762,"GC MANTEL ROLLO 1C BLANCO 1,20X100M",D131,0001,UN,34351,GOMA CAMPS SAU,ZCG
0LM1778,HAVANE TENEDOR MESA 12U,D131,0001,CAJ,24325,"ADI HOGAR Y HOSTELERÍA IBERIA, S.L.",ZCG
0LM1785,HAVANE TENEDOR POSTRE 12U,D131,0001,CAJ,24325,"ADI HOGAR Y HOSTELERÍA IBERIA, S.L.",ZCG
0LM1788,CHICOPEE LAVETTE BAYETA AZUL 51x36 25U,D131,0001,UN,34351,GOMA CAMPS SAU,ZCG
0LM1976,BORMIOLI VASO CANALISA 20CL 6U,D131,0001,CAJ,24325,"ADI HOGAR Y HOSTELERÍA IBERIA, S.L.",ZCG
0LM200,GC  ROLLO COCINA MAXI 4U,D131,0001,UN,34351,GOMA CAMPS SAU,ZCG
0LM2310,GC MANTEL TOKYO BLANCO 30x40 500U,D131,0001,CAJ,34351,GOMA CAMPS SAU,ZCG
0LM2317,BALNIC GEL LAVAMANOS NATURE 5L,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0LM2319,BALNIC LAVAVAJILLAS MANUAL 1L,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0LM2321,GC MANTELES BUEN PROVECHO BURDEOS 30x40,D131,0001,CAJ,34351,GOMA CAMPS SAU,ZCG
0LM2327,GC MANTELES BUEN PROVECHO VERDE 30X40 50,D131,0001,CAJ,34351,GOMA CAMPS SAU,ZCG
0LM2329,ZUM INSECTICIDA INSECTOS VOLADORES 500ML,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM2340,GC MANTELES. TOKYO 1C BLANC 30X40 500U,D131,0001,CAJ,34351,GOMA CAMPS SAU,ZCG
0LM2351,SUAO MANTELES KRAFT 30X43 500U,D131,0001,UN,40130,MACOPAL S.L.,ZCG
0LM2389,COPA COÑAC 15CL 12U,D131,0001,CAJ,15570,"COMERGRUP, S.L.",ZCG
0LM2399,ARCOROC COPA HELADO 4CL 6U,D131,0001,CAJ,15570,"COMERGRUP, S.L.",ZCG
0LM2419,MIKRAL ENVAS RECT.BISAGRA 1000-PP-50U,D131,0001,CAJ,40130,MACOPAL S.L.,ZCG
0LM2421,MIKRAL ENVAS RECT.BISAGRA 375-PP-50U,D131,0001,CAJ,40130,MACOPAL S.L.,ZCG
0LM2423,MIKRAL ENVAS RECT.BISAGRA 750-PP-50U,D131,0001,CAJ,40130,MACOPAL S.L.,ZCG
0LM2425,BOLSA AL VACIO TRANSP. 20x30CM 90MC 100U,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM2426,BOLSA AL VACIO TRANSP. 30x40CM 90MC 100U,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0LM2430,SUAO P&P SERV KRAFT 1/6 2C 33x40 30U,D131,0001,UN,40130,MACOPAL S.L.,ZCG
0LM2431,BOLSA IND. DE BASURA G120 85x104CM 10U,D131,0001,CAJ,15570,"COMERGRUP, S.L.",ZCG
0LM2432,MIKRAL ENVAS RECT.BISAGRA 500-PP-50U,D131,0001,CAJ,40130,MACOPAL S.L.,ZCG
0LM2434,MIKRAL ENVAS RECT.BISAGRA 250-PP-50U,D131,0001,CAJ,40130,MACOPAL S.L.,ZCG
0LM2435,BOLSAS DE BASURA NEGRA G50 52x58CM  25U,D131,0001,CAJ,15570,"COMERGRUP, S.L.",ZCG
0LM2439,ENVASE TAKE AWAY RECTAN KRAFT 900ML 50U,D131,0001,CAJ,15570,"COMERGRUP, S.L.",ZCG
0LM2445,RECIFLEX BOLSA IND. AZUL G90 85x105 10U,D131,0001,UN,43418,"BEST PLASTIC ECOPACKAGING, SL",ZCG
0LM2451,ENVASE NOODLE KRAFT 500ML 50U,D131,0001,PAK,43447,"COMERCIAL GEMAVI IMPORT, SL",ZCG
